SKU,Title,Price,Brand,Warranty,Color,SeriesLaptop,PartNum,CPUgen,CPU,GraphicChip,RAM,Screen,Storage,MaxStoPortNum,SupportM2,OutVideoPort,ConnectPort,Wireless,Keyboard,OS,Size,Pin,Weight,LED,Accessories,Security,OptDrive,Feature 
200400302,"Laptop Lenovo Ideapad S145-14API-81UV008GVN (14"" FHD/R3 3200U/4GB/256GB SSD/Radeon Vega 3/Win10/1.6kg)",9.690.000,Lenovo,12,Đen,Ideapad,81UV008GVN,"Ryzen 3 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 3 3200U ( 2.6 GHz - 3.5 GHz / 4MB / 2 nhân, 4 luồng )",AMD Radeon Vega 3 Graphics,1 x 4GB  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  không cảm ứng , VGA webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 2 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.71 x 24.1 x 1.99 cm,"2 cell  30 Wh , Pin liền",1.6 kg,không đèn,"Adapter, tài liệu, sách",,,
191201279,"Laptop Lenovo ThinkBook 14-IML (20RV00B6VN) (14"" FHD/i3-10110U/4GB/256GB SSD/Intel UHD/Free DOS/1.5kg)",12.590.000,Lenovo,12,Xám,Thinkbook,20RV00B6VN,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-10110U ( 2.1 GHz - 4.1 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C, 1 x USB Type C / DisplayPort / Power Delivery , 2 x USB 3.1 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , không đèn",Free DOS,32 x 23 x 1.79 cm,"3 cell  45 Wh , Pin liền",1.5 kg,không đèn,"Adapter  , dây nguồn",Vân tay,,
200500666,"Laptop Lenovo Ideapad 5-15IIL05-81YK004WVN (15.6"" FHD/i5-1035G1/8GB/256GB SSD/Intel UHD/Win10/1.7kg)",16.990.000,Lenovo,24,Xám,Ideapad,81YK004WVN,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,8GB Onboard  DDR4  3200MHz  Không nâng cấp được ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x SD card slot","WiFi 802.11ac MIMO , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,35.66 x 23.3 x 1.79 cm,"3 cell  45 Wh , Pin liền",1.7 kg,không đèn,"Adapter, dây nguồn",Vân tay,,
201000603,"Laptop Lenovo Ideapad 3 15ADA05 81W100GUVN ( 15.6"" Full HD/AMD Ryzen 3 3250U/4GB/256GB SSD/Windows 10 Home 64-bit/1.8kg)",9.790.000,Lenovo,24,Xám,Ideapad,81W100GUVN,"Ryzen 3 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 3 3250U ( 2.6 GHz - 3.5 GHz / 4MB / 2 nhân, 4 luồng )",AMD Radeon Graphics,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , VGA webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 2 x USB 3.2 , 1 x USB 2.0 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , không đèn",Windows 10 Home 64-bit,36.22 x 25.34 x 1.99 cm,"2 cell  35 Wh , Pin liền",1.8 kg,không đèn,"Adapter, dây nguồn",,,
200400843,"Laptop Lenovo Ideapad S340-14IIL-81VV00FPVN (14"" FHD/i5-1035G4/4GB/256GB SSD/Intel UHD/Win10/1.6kg)",14.790.000,Lenovo,12,Xám,Ideapad,81VV00FPVN,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G4 ( 1.1 GHz - 3.7 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),"14"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.27 x 23.05 x 1.79 cm,"3 cell  53 Wh , Pin liền",1.6 kg,LED,"Adapter, dây nguồn",,,
200400935,"Laptop Lenovo Ideapad S145-14IIL-81W600AQVN (14"" FHD/i3-1005G1/4GB/256GB SSD/Intel UHD/Win10/1.6kg)",10.590.000,Lenovo,12,Đen,Ideapad,81W600AQVN,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , VGA webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 2 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.7 x 24.1 x 1.99 cm,"2 cell  35 Wh , Pin liền",1.6 kg,không đèn,"Adapter, dây nguồn",,,
190800171,"Laptop Lenovo Ideapad S340-15IWL (81N800AAVN) (15"" FHD/i5-8265U/4GB/1TB HDD/UHD 620/Win10/1.8 kg)",13.590.000,Lenovo,12,,Ideapad,81N800AAVN,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8265U ( 1.6 GHz - 3.9 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics 620,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , Màn hình chống lóa , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 4.1","thường , có phím số , không đèn",Windows 10 Home 64-bit,35.8 x 24.5 x 1.79 cm,"3 cell  52 Wh , Pin liền",1.8 kg,không đèn,"Adapter, dây nguồn",,,
1800943,"Laptop Lenovo V330-14IKBR (81B0008LVN) (14"" HD/i5-8250U/4GB/1TB HDD/UHD 620/Free DOS/1.5 kg)",13.490.000,Lenovo,12,Đen,V Series,81B0008LVN,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8250U ( 1.6 GHz - 3.4 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics 620,1 x 4GB Onboard  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1366 x 768 ) HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,"1 x HDMI , 1 x VGA/D-sub","1 x USB Type C / DisplayPort , 2 x USB 3.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , không đèn",Free DOS,34.3 x 24.7 x 2 cm,"2 cell  30 Wh , Pin liền",1.5 kg,không đèn,,Vân tay,,
19060223,"Laptop Lenovo ThinkPad E490 (20N8S0CJ00) (14"" HD/i5-8265U/4GB/1TB HDD/UHD 620/Free DOS/1.8 kg)",16.490.000,Lenovo,12,Đen,ThinkPad,20N8S0CJ00,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8265U ( 1.6 GHz - 3.9 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics 620,1 x 4GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"14"" ( 1366 x 768 ) HD  IPS  không cảm ứng , Màn hình chống lóa , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort / Power Delivery , 2 x USB 3.1 , 1 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , LED",Free DOS,32.9 x 24.2 x 1.99 cm,"3 cell  45 Wh , Pin rời",1.8 kg,không đèn,"Adapter, dây nguồn",Vân tay,,
200800061,"Laptop Lenovo Legion 5 15IMH05-82AU004XVN 82AU004XVN ( 15.6"" Full HD/ 120Hz/Intel Core i5-10300H/8GB/512GB SSD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/2.3kg)",24.990.000,Lenovo,24,Đen,Legion,82AU004XVN,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10300H ( 2.5 GHz - 4.5 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR6 / Intel UHD Graphics,1 x 8GB  DDR4  2933MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  120Hz , không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 4 x USB 3.1 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , RGB",Windows 10 Home 64-bit,36.306 x 25.961 x 2.357 cm,"60 Wh , Pin liền",2.3 kg,không đèn,"Adapter, dây nguồn",,,
201201233,"Laptop Lenovo IdeaPad 5 14ITL05- 82FE000GVN ( 14"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home 64-bit/1.4kg)",16.890.000,Lenovo,12,Xám,Ideapad,82FE000GVN,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,8GB Onboard  DDR4  3200MHz  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort / Power Delivery , 2 x USB 3.2 , 1 x SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","thường , không phím số , LED",Windows 10 Home 64-bit,32.15 x 21.15 x 1.79 cm,"3 cell  44 Wh , Pin liền",1.4 kg,không đèn,Power Adapter,Vân tay,,
190800169,"Laptop Lenovo Legion Y540-15IRH (81SY0037VN) (15"" FHD/i5-9300H/8GB/128GB SSD/1TB HDD/GTX 1650/Free DOS/2.3 kg)",24.000.000,Lenovo,12,Đen,Legion,81SY0037VN,"Core i5 , Intel Core thế hệ thứ 9","Intel Core i5 9300H ( 2.4 GHz - 4.1 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR5 / Intel UHD Graphics 630,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , Màn hình chống lóa , HD webcam",128GB SSD M.2 NVMe / 1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 NVMe - Hỗ trợ Intel Optane",M.2 NVMe (Hỗ trợ Intel Optane),"1 x HDMI , 1 x mini DisplayPort","1 x USB Type C , 3 x USB 3.1 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , LED",Free DOS,36.5 x 26 x 2.59 cm,"3 cell  53 Wh , Pin liền",2.3 kg,không đèn,,,,
201000985,"Laptop Lenovo Legion 5P 15IMH05 82AY003EVN ( 15.6"" Full HD/Intel Core i5-10300H/8GB/512GB SSD/NVIDIA GeForce GTX 1650Ti/Windows 10 Home 64-bit/2.4kg)",27.990.000,Lenovo,24,Đen,Legion,82AY003EVN,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10300H ( 2.5 GHz - 4.5 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650Ti  4GB  GDDR6 / Intel UHD Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 4 x USB 3.1 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth","thường , có phím số , RGB",Windows 10 Home 64-bit,36.3 x 25.96 x 2.35 cm,"3 cell  80 Wh , Pin liền",2.4 kg,không đèn,"Adpapter, sách HD, phiếu bảo hành",,,
191100012,"Laptop Lenovo Yoga S740-14IIL-81RS0036VN (14"" FHD/i5-1035G4/8GB/512GB SSD/Iris Plus/Win10/1.5 kg)",23.690.000,Lenovo,12,Xám,Yoga,81RS0036VN,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G4 ( 1.1 GHz - 3.7 GHz / 6MB / 4 nhân, 8 luồng )",Intel Iris Plus Graphics,8GB Onboard  LPDDR4  3733MHz  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 SATA",M.2 SATA,,"1 x USB Type-C / DisplayPort / Thunderbolt 3 , 2 x USB 3.1","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,32.2 x 21.2 x 1.5 cm,"4 cell  62 Wh , Pin liền",1.5 kg,LED,,Khuôn mặt,,
191200585,"Laptop Lenovo Ideapad S145-14IIL (81W6001GVN) (14"" FHD/i3-1005G1/4GB/256GB SSD/Intel UHD/Win10/1.6kg)",11.599.000,Lenovo,12,Xám,Ideapad,81W6001GVN,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 2 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.71 x 24.1 x 1.99 cm,"2 cell  35 Wh , Pin liền",1.6 kg,không đèn,"Adapter, dây nguồn",,,
200200016,"Laptop Lenovo ThinkBook 13s-IML (20RR004SVN) (13.3"" FHD/i5-10210U/8GB/256GB SSD/Intel UHD/Win10/1.4kg)",18.990.000,Lenovo,12,Xám,Thinkbook,20RR004SVN,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10210U ( 1.6 GHz - 4.2 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 8GB  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"13.3"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.1","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,30.76 x 21.64 x 1.59 cm,"4 cell  45 Wh , Pin rời",1.4 kg,không đèn,"Adapter 65W Slim USB-C  , dây nguồn",Vân tay,,
200400301,"Laptop Lenovo Ideapad S145-14IGM-81MW0057VN (14"" FHD/Pentium N5000/4GB/256GB SSD/UHD 605/Win10/1.6kg)",7.990.000,Lenovo,12,Xám,Ideapad,81MW0057VN,"Pentium , Intel Pentium Silver","Intel Pentium Silver N5000 ( 1.1 GHz - 2.7 GHz / 4MB / 4 nhân, 4 luồng )",Intel UHD Graphics 605,1 x 4GB  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),"14"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , VGA webcam",256GB SSD SATA /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 2 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.71 x 24.1 x 1.99 cm,"2 cell  30 Wh , Pin liền",1.6 kg,không đèn,"Adapter, tài liệu, sách",,,
201202413,"Laptop Lenovo Yoga Slim 7 14ITL05- 82A3004FVN ( 14"" Full HD/Intel Core i7-1165G7/8GB/512GB SSD/Windows 10 Home SL 64-bit/1.4kg)",25.990.000,Lenovo,24,Xanh,Yoga,82A3004FVN,"Core i7 , Intel Core thế hệ thứ 11","Intel Core i7-1165G7 ( 4.7 GHz / 12MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,8GB Onboard  DDR4  3200MHz  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , Màn hình gương , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,,", 2 x USB 3.2 , 2 x Thunderbolt 4 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,32.06 x 20.818 x 1.49 cm,"60 Wh , Pin liền",1.4 kg,không đèn,,Khuôn mặt,,
1800942,"Laptop Lenovo ThinkPad Edge E480 (20KN005GVA) (14"" HD/i5-8250U/4GB/1TB HDD/UHD 620/Free DOS/1.7 kg)",15.490.000,Lenovo,12,Đen,ThinkPad,20KN005GVA,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8250U ( 1.6 GHz - 3.4 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics 620,1 x 4GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"14"" ( 1366 x 768 ) HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.0 , 1 x USB 2.0 , 1 x micro SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.1","thường , không phím số , không đèn",Free DOS,32.9 x 24.2 x 1.99 cm,3 cell  45 Wh,1.7 kg,không đèn,,Vân tay,,
1800944,"Laptop Lenovo V330-14IKB (81B0008QVN) (14"" HD/i3-7130U/4GB/1TB HDD/HD 620/Free DOS/1.5 kg)",10.990.000,Lenovo,12,Đen,V Series,81B0008QVN,"Core i3 , Intel Core thế hệ thứ 7","Intel Core i3-7130U ( 2.7 GHz / 3MB / 2 nhân, 4 luồng )",Intel HD Graphics 620,1 x 4GB Onboard  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1366 x 768 ) HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,"1 x HDMI , 1 x VGA/D-sub","1 x USB Type C, 1 x USB Type C / DisplayPort , 2 x USB 3.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , không đèn",Free DOS,34.3 x 24.7 x 2.03 cm,"2 cell  30 Wh , Pin liền",1.5 kg,không đèn,,Vân tay,,
1808260,"Laptop Lenovo Ideapad 330-15IKBR (15IKBR 81DE010CVN) (15.6"" HD/i3-7020U/4GB/2TB HDD/Radeon 530/Win10/2.2 kg)",11.990.000,Lenovo,12,Bạc,Ideapad,15IKBR 81DE010CVN,"Core i3 , Intel Core thế hệ thứ 7","Intel Core i3-7020U ( 2.3 GHz / 3MB / 2 nhân, 4 luồng )",AMD Radeon 530  2GB  GDDR5 / Intel HD Graphics 620,1 x 4GB Onboard  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1366 x 768 ) HD  không cảm ứng , HD webcam",2TB HDD 5400RPM,"1 x 2.5"" SATA",,1 x HDMI,"1 x USB Type C , 2 x USB 3.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.1","thường , có phím số , không đèn",Windows 10 Home SL 64-bit,37.8 x 26 x 2.29 cm,"2 cell  30 Wh , Pin liền",2.2 kg,không đèn,,,,
1809168,"Laptop Lenovo V130-14IKB (81HQ00EQVN) (14"" HD/i3-7020U/4GB/500GB HDD/HD 620/Free DOS/1.5 kg)",9.990.000,Lenovo,12,Xám,V Series,81HQ00EQVN,"Core i3 , Intel Core thế hệ thứ 7","Intel Core i3-7020U ( 2.3 GHz / 3MB / 2 nhân, 4 luồng )",Intel HD Graphics 620,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1366 x 768 ) HD  không cảm ứng , HD webcam",500GB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,", 2 x USB 3.0 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 4.1","thường , không phím số , không đèn",Free DOS,34.3 x 24.8 x 2 cm,"2 cell  30 Wh , Pin liền",1.5 kg,không đèn,,,,
18120129,"Laptop Lenovo Ideapad 330-15KBR (81DE0278VN) (15.6"" HD/i3-8130U/4GB/1TB HDD/UHD 620/Free DOS/2.2 kg)",10.290.000,Lenovo,12,Xám,Ideapad,81DE0278VN,"Core i3 , Intel Core thế hệ thứ 8","Intel Core i3-8130U ( 2.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics 620,1 x 4GB Onboard  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1366 x 768 ) HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,,,1 x HDMI,"1 x USB Type C , 2 x USB 3.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.1","thường , có phím số , không đèn",Free DOS,378 x 260 x 22.9 mm,"2 cell  30 Wh , Pin liền",2.2 kg,không đèn,,,,
190800405,"Laptop Lenovo Yoga S730-13IWL (81J0008SVN) (13"" FHD/i5-8265U/8GB/512GB SSD/UHD 620/Win10/1.1 kg)",23.990.000,Lenovo,12,Bạc,Yoga,81J0008SVN,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8265U ( 1.6 GHz - 3.9 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics 620,8GB Onboard  LPDDR3  2133MHz  Hỗ trợ tối đa 8GB ),"13.3"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , Màn hình gương , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 SATA",M.2 SATA,,"1 x USB Type C, 2 x USB Type C / DisplayPort / Thunderbolt","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , LED",Windows 10 Home SL 64-bit,30.7 x 21.0 x 1.19 cm,"4 cell  42 Wh , Pin liền",1.1 kg,LED,,Vân tay,,
191201280,"Laptop Lenovo ThinkBook 14-IML (20RV00B4VN) (14"" FHD/i5-10210U/4GB/256GB SSD/Intel UHD/Free DOS/1.5kg)",14.590.000,Lenovo,12,Xám,Thinkbook,20RV00B4VN,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10210U ( 1.6 GHz - 4.2 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 4GB  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C, 1 x USB Type C / DisplayPort / Power Delivery , 2 x USB 3.1 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , không đèn",Free DOS,32 x 23 x 1.79 cm,"3 cell  45 Wh , Pin rời",1.5 kg,không đèn,"Adapter, dây nguồn",Vân tay,,
200301342,"Laptop Lenovo Ideapad S340-14IIL-81VV003TVN (14"" FHD/i3-1005G1/4GB/512GB SSD/Intel UHD/Win10/1.6kg)",13.499.000,Lenovo,12,Xám,,81VV003TVN,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics 620,1 x 4GB Onboard  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"14"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.1 Gen 1 , 1 x SD card slot , LAN 100 Mbps","WiFi 802.11ac , Bluetooth","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.27 x 23.05 x 1.79 cm,"3 cell  52 Wh , Pin liền",1.6 kg,không đèn,Adapter,,,
200301392,"Laptop Lenovo Ideapad L340-15IRH-81LK00VUVN (15.6"" FHD/i7-9750H/8GB/512GB SSD/GeForce GTX 1050/Win10/2.1kg)",22.490.000,Lenovo,12,Đen,Ideapad,81LK00VUVN,"Core i7 , Intel Core thế hệ thứ 9","Intel Core i7 9750H ( 2.6 GHz - 4.5 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1050  3GB  GDDR5 / Intel UHD Graphics 630,1 x 8GB  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.1 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,36.3 x 25.46 x 2.39 cm,"3 cell  45 Wh , Pin liền",2.1 kg,LED,"Adapter, dây nguồn",,,
