SKU,Title,Price,Brand,Warranty,Color,SeriesLaptop,PartNum,CPUgen,CPU,GraphicChip,RAM,Screen,Storage,MaxStoPortNum,SupportM2,OutVideoPort,ConnectPort,Wireless,Keyboard,OS,Size,Pin,Weight,LED,Accessories,Security,OptDrive,Feature 
191000370,"Laptop Acer Aspire 5 A515-54-54EU (NX.HN3SV.002) (15"" FHD/i5-10210U/8GB/512GB SSD/UHD 620/Win10/1.7 kg)",15.990.000,ACER,12,Bạc,Aspire 5,NX.HN3SV.002,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10210U ( 1.6 GHz - 4.2 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics 620,1 x 8GB  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 x 25.05 x 1.79 cm,4 cell  48 Wh,1.7 kg,không đèn,,,,
191005934,"Laptop Acer Aspire 3 A315-54-36QY (NX.HM2SV.001) (15"" FHD/i3-10110U/4GB/256GB SSD/Intel UHD/Win10/1.7 kg)",10.990.000,ACER,12,Đen,Aspire 3,NX.HM2SV.001,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-10110U ( 2.1 GHz - 4.1 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 1 x USB 3.1 , 2 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home 64-bit,36.34 x 24.75 x 1.99 cm,"2 cell  37 Wh , Pin liền",1.7 kg,không đèn,Cáp + Sạc,,,
200301344,"Laptop Acer Predator Helios 300 PH315-52-78MG (NH.Q53SV.009) (15.6"" FHD 144Hz/i7-9750H/8GB/512GB SSD/GeForce GTX 1660Ti/Win10/2.3kg)",37.990.000,ACER,12,Đen,Predator,NH.Q53SV.009,"Core i7 , Intel Core thế hệ thứ 9","Intel Core i7 9750H ( 2.6 GHz - 4.5 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1660Ti  6GB  GDDR6 / Intel UHD Graphics 630,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,"1 x HDMI , 1 x mini DisplayPort","1 x USB Type C , 3 x USB 3.1 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , RGB",Windows 10 Home SL 64-bit,36.14 x 25.42 x 2.32 cm,"4 cell  58 Wh , Pin liền",2.3 kg,LED,,,,
200400307,"Laptop Acer Nitro 5 AN515-55-58A7 (NH.Q7RSV.002) (15.6"" FHD/i5-10300H/8GB/512GB SSD/GeForce GTX 1650/Win10/2.3kg)",23.290.000,ACER,12,Đen,Nitro 5,NH.Q7RSV.002,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10300H ( 2.5 GHz - 4.5 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR6 / Intel UHD Graphics,1 x 8GB  DDR4  2933MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 2 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , RGB",Windows 10 Home 64-bit,36.3 x 25.5 x 2.68 cm,"3 cell  57 Wh , Pin liền",2.3 kg,không đèn,Cáp + Sạc,,,
200400500,"Laptop Acer Swift 5 SF514-54T-55TT (NX.HLGSV.002) (14"" FHD/i5-1035G1/8GB/512GB SSD/Intel UHD/Win10/1kg)",25.990.000,ACER,12,Trắng,Swift 5,NX.HLGSV.002,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,8GB Onboard  LPDDR4  2666MHz  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  IPS  cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 1 x USB 3.1 , 1 x USB 2.0 , 1 x Thunderbolt 3","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home 64-bit,31.87 x 21.05 x 14.95 cm,"4 cell  56 Wh , Pin liền",1 kg,không đèn,Cáp + sạc,Vân tay,,
200400502,"Laptop Acer Nitro 5 AN515-54-74CD (NH.Q59SV.029) (15.6"" FHD 120Hz/i7-9750H/8GB/512GB SSD/GeForce GTX 1650/Win10/2.3kg)",27.490.000,ACER,12,Đen,Nitro 5,NH.Q59SV.029,"Core i7 , Intel Core thế hệ thứ 9","Intel Core i7 9750H ( 2.6 GHz - 4.5 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR5 / Intel UHD Graphics 630,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  120Hz , không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,2 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 x 25.5 x 2.59 cm,"4 cell  55 Wh , Pin liền",2.3 kg,không đèn,Cáp + sạc,,,
200900587,"Laptop ACER Acer Aspire 5 A514-53G-513J NX.HYWSV.001 ( 14"" Full HD/Intel Core i5-1035G1/8GB/512GB SSD/NVIDIA GeForce MX350/Windows 10 Home 64-bit/1.5kg)",18.490.000,ACER,12,Bạc,Aspire 5,NX.HYWSV.001,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX350  2GB  GDDR5 / Intel UHD Graphics,8GB (4GB + 4GB Onboard)  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe - Hỗ trợ Intel Optane",M.2 NVMe (Hỗ trợ Intel Optane),1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home 64-bit,32.88 x 23.6 x 1.795,3 cell  48 Wh,1.5 kg,không đèn,"Cáp, sạc",,,
1809165,"Laptop Acer Aspire E5-576G-57Y2 (NX.GSBSV.001) (15.6"" FHD/i5-8250U/4GB/1TB HDD/MX150/Linux/2.2 kg)",14.790.000,ACER,12,Đen,Aspire E5,NX.GSBSV.001,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8250U ( 1.6 GHz - 3.4 GHz / 6MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX150  2GB  GDDR5 / Intel UHD Graphics 620,1 x 4GB  DDR3L  1600MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,"1 x HDMI , 1 x VGA/D-sub","1 x USB Type C , 2 x USB 3.0 , 1 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Linux,38 x 26 x 3 cm,"4 cell  41 Wh , Pin liền",2.2 kg,không đèn,,,DVD/CD RW,
1809555,"Laptop Acer Switch 5 SW512-52P-34RS (NT.LDTSV.004) (12""/i3-7130U/4GB/HD 620/Win10/0.9 kg)",22.490.000,ACER,12,Xám,Switch 5,NT.LDTSV.004,"Core i3 , Intel Core thế hệ thứ 7","Intel Core i3-7130U ( 2.7 GHz / 3MB / 2 nhân, 4 luồng )",Intel HD Graphics 620,1 x 4GB Onboard  LPDDR3  2133MHz  Không nâng cấp được ),"12"" ( 2160 x 1440 ) IPS  cảm ứng , HD webcam",128GB SSD /,,,,"1 x USB 3.1 Gen 1 Type C / DisplayPort , 1 x USB 3.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , không đèn",Windows 10 Pro 64-bit,29.3 x 20 x 0.96 cm,2 cell  Pin liền,0.9 kg,không đèn,cáp USB Type C sang HDMI,Vân tay,,
1809603,"Laptop Acer Aspire 3 A315-53G-5790 (NX.H1ASV.001) (15.6"" HD/i5-8250U/4GB/500GB HDD/Linux/2.1 kg)",12.990.000,ACER,12,Đen,Aspire 3,NX.H1ASV.001,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8250U ( 1.6 GHz - 3.4 GHz / 6MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX130  2GB  GDDR5 / Intel UHD Graphics 620,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1366 x 768 ) HD  không cảm ứng , HD webcam",500GB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,", 1 x USB 3.0 , 2 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.1","thường , có phím số , không đèn",Linux,38.1 x 26.2 x 2 cm,"3 cell  36 Wh , Pin liền",2.1 kg,không đèn,,,,
18120245,"Laptop Acer Nitro 5 AN515-52-70AE (NH.Q3LSV.007) (15.6"" FHD/i7-8750H/8GB/1TB HDD/GTX 1050Ti/Win10/2.5 kg)",24.990.000,ACER,12,Đen,Nitro 5,NH.Q3LSV.007,"Core i7 , Intel Core thế hệ thứ 8","Intel Core i7-8750H ( 2.2 GHz - 4.1 GHz / 9MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1050Ti  4GB  GDDR5 / Intel UHD Graphics 630,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",1TB HDD 7200RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.0 , 2 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home SL 64-bit,390 x 226 x 26.75 mm,"4 cell  48 Wh , Pin liền",2.5 kg,không đèn,,,,
190800378,"Laptop Acer Nitro 5 AN515-54-51X1 (NH.Q5ASV.011) (15"" FHD/i5-9300H/8GB/256GB SSD/GTX 1050/Win10/2.3 kg)",18.990.000,ACER,12,Đen,Nitro 5,NH.Q5ASV.011,"Core i5 , Intel Core thế hệ thứ 9","Intel Core i5 9300H ( 2.4 GHz - 4.1 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1050  3GB  GDDR5 / Intel UHD Graphics 630,1 x 8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 (W) x 25.5 (D) x 2.59 (H) cm,"4 cell  55 Wh , Pin liền",2.3 kg,không đèn,Cáp + Sạc,,,
190800379,"Laptop Acer Nitro 5 AN515-54-59SF (NH.Q5ASV.013) (15"" FHD/i5-9300H/8GB/512GB SSD/GTX 1050/Win10/2.3 kg)",20.490.000,ACER,12,Đen,Nitro 5,NH.Q5ASV.013,"Core i5 , Intel Core thế hệ thứ 9","Intel Core i5 9300H ( 2.4 GHz - 4.1 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1050  3GB  GDDR5 / Intel UHD Graphics 630,1 x 8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 (W) x 25.5 (D) x 2.59 (H) cm,"4 cell  55 Wh , Pin liền",2.3 kg,không đèn,Cáp + Sạc,,,
190800380,"Laptop Acer Nitro 5 AN515-54-595D (NH.Q59SV.025) (15"" FHD/i5-9300H/8GB/512GB SSD/GTX 1650/Win10/2.3 kg)",21.990.000,ACER,12,Đen,Nitro 5,NH.Q59SV.025,"Core i5 , Intel Core thế hệ thứ 9","Intel Core i5 9300H ( 2.4 GHz - 4.1 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR5 / Intel UHD Graphics 630,8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 (W) x 25.5 (D) x 2.59 (H) cm,"4 cell  55 Wh , Pin liền",2.3 kg,LED,Cáp + Sạc,,,
190800388,"Laptop Acer Nitro 5 AN515-54-76RK (NH.Q59SV.023) (15"" FHD/i7-9750H/8GB/512GB SSD/GTX 1650/Win10/2.3 kg)",24.990.000,ACER,12,Đen,Nitro 5,NH.Q59SV.023,"Core i7 , Intel Core thế hệ thứ 9","Intel Core i7-9750H ( 2.6 GHz - 4.5 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR5,1 x 8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 (W) x 25.5 (D) x 2.59 (H) cm,"4 cell  55 Wh , Pin liền",2.3 kg,không đèn,Cáp + Sạc,,,
190800389,"Laptop Acer Aspire 5 A514-52-54L3 (NX.HDTSV.003) (14"" FHD/i5-8265U/4GB/1TB HDD/UHD 620/Win10/1.7 kg)",12.090.000,ACER,12,Bạc,Aspire 5,NX.HDTSV.003,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8265U ( 1.6 GHz - 3.9 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics 620,1 x 4GB Onboard  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.88 (W) x 23.6 (D) x 1.795 (H) cm,"4 cell  48 Wh , Pin liền",1.7 kg,không đèn,,,,
190800404,"Laptop ACER Aspire 3 A315-34-C2H9 NX.HE3SV.005 ( 15.6"" HD/Intel Celeron N4000/4GB/256GB SSD/Windows 10 Home 64-bit/1.7kg)",6.790.000,ACER,12,Đen,Aspire 3,NX.HE3SV.005,"Celeron , Intel Celeron N","Intel Celeron N4000 ( 1.1 GHz - 2.6 GHz / 4MB / 2 nhân, 2 luồng )",Intel UHD Graphics 600,1 x 4GB Onboard  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),"15.6"" ( 1280 x 720 ) HD  không cảm ứng , VGA webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 1 x USB 3.1 , 2 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , không đèn",Windows 10 Home 64-bit,36.3  x 24.7  x 1.9  cm,2 cell  37 Wh,1.7 kg,không đèn,,,,
190904130,"Laptop Acer Nitro 5 AN515-52-53PC (NH.Q3MSV.00B) (15"" FHD/i5-8300H/8GB/512GB SSD/GTX 1050/Win10/2.5 kg)",17.990.000,ACER,12,Đen,Nitro 5,NH.Q3MSV.00B,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8300H ( 2.3 GHz - 4.0 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1050  4GB  GDDR5 / Intel UHD Graphics 630,1 x 8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.0 , 2 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,39 x 26.6 x 2.67 cm,4 cell,2.5 kg,không đèn,,,,
191000367,"Laptop Acer Swift 3 SF314-41-R8G9 (NX.HFDSV.003) (14"" FHD/R7-3700U/8GB/512GB SSD/Radeon RX Vega 10/Win10/1.5 kg)",16.990.000,ACER,12,Bạc,Swift 3,NX.HFDSV.003,"Ryzen 7 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 7 3700U ( 2.3 GHz - 4.0 GHz / 4MB / 4 nhân, 8 luồng )",AMD Radeon Vega 10 Graphics,8GB (4GB + 4GB Onboard)  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.0 , 1 x USB 2.0 , Có","WiFi 802.11ac , Bluetooth 4.1","thường , không phím số , LED",Windows 10 Home 64-bit,32.3 x 22.8 x 1.8 cm,4 cell  48 Wh,1.5 kg,không đèn,,Vân tay,,
191005043,"Laptop Acer Aspire 3 A315-42-R8PX (NX.HF9SV.00A) (15"" FHD/R3-3200U/8GB/256GB SSD/Radeon Vega 3/Win10/1.7 kg)",10.990.000,ACER,12,Đen,Aspire 3,NX.HF9SV.00A,"Ryzen 3 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 3 3200U ( 2.6 GHz - 3.5 GHz / 4MB / 2 nhân, 4 luồng )",AMD Radeon Vega 3 Graphics,1 x 8GB  DDR4  2133MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , VGA webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 1 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home 64-bit,36.3 x 24.7 x 1.99 cm,2 cell  37 Wh,1.7 kg,không đèn,Cáp + Sạc,,,
191100009,"Laptop Acer Aspire 3 A315-54-368N (NX.HM2SV.004) (15"" FHD/i3-10110U/8GB/512GB SSD/Intel UHD/Win10/1.7 kg)",12.490.000,ACER,12,Đen,Aspire 3,NX.HM2SV.004,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-10110U ( 2.1 GHz - 4.1 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,8GB (4GB + 4GB Onboard)  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , VGA webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 1 x USB 3.1 , 2 x USB 2.0","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , không đèn",Windows 10 Home 64-bit,36.3 x 24.7 x 1.99 cm,2 cell  37 Wh,1.7 kg,không đèn,Cáp + sạc,,,
191201271,"Laptop Acer Nitro 5 AN515-43-R65L (NH.Q5XSV.004) (15"" FHD/R7-3750H/8GB/256GB SSD/Radeon RX 560X/Win10/2.3kg)",20.990.000,ACER,12,Đen,Nitro 5,NH.Q5XSV.004,"Ryzen 7 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 7 3750H ( 2.3 GHz - 4.0 GHz / 4MB / 4 nhân, 8 luồng )",AMD Radeon RX 560X  4GB  GDDR5 / AMD Radeon Vega 10 Graphics,1 x 8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe (Hỗ trợ Intel Optane),1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 x 25.5 x 2.59 cm,4 cell  55 Wh,2.3 kg,không đèn,Cáp + sạc,,,
200400508,"Laptop Acer Nitro 5 AN515-43-R9FD (NH.Q6ZSV.003) (15.6"" FHD/R5 3550H/8GB/512GB SSD/GeForce GTX 1650/Win10/2.3kg)",18.990.000,ACER,12,Đen,Nitro 5,NH.Q6ZSV.003,"Ryzen 5 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 5 3550H ( 2.1 GHz - 3.7 GHz / 4MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR5 / AMD Radeon Vega 8 Graphics,1 x 8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe, 1 x M.2 SATA",M.2 SATA/NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 x 25.5 x 2.59 cm,"4 cell  55 Wh , Pin liền",2.3 kg,không đèn,Cáp + Sạc,,,
200601142,Laptop Acer Aspire 7 A715-41G-R8KQ - Đen,17.990.000,ACER,12,Đen,Aspire 7,NH.Q8DSV.001,"Ryzen 5 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 5 3550H ( 2.1 GHz - 3.7 GHz / 4MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR6 / AMD Radeon Vega 8 Graphics,1 x 8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.2 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 x 25.45 x 2.32 cm,"48 Wh , Pin liền",2.1 kg,không đèn,Cáp + sạc,Vân tay,,
200700388,"Laptop ACER Aspire 7 A715-41G-R1AZ NH.Q8DSV.003 ( 15.6"" Full HD/AMD Ryzen 7 3750H/8GB/512GB SSD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/2.1kg)",18.990.000,ACER,12,Đen,Aspire 7,NH.Q8DSV.003,"Ryzen 7 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 7 3750H ( 2.3 GHz - 4.0 GHz / 4MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR6 / AMD Radeon Vega 10 Graphics,1 x 8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.2 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 4.1","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 x 25.45 x 2.325 cm,"3 cell  48 Wh , Pin liền",2.1 kg,không đèn,Cáp + sạc,,,
201100797,"Laptop ACER Aspire 5 A515-56-54PK NX.A1GSV.002 ( 15.6"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home 64-bit/1.7kg)",17.690.000,ACER,12,Bạc,Aspire 5,NX.A1GSV.002,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,8GB (4GB + 4GB Onboard)  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe - Hỗ trợ Intel Optane",M.2 NVMe (Hỗ trợ Intel Optane),1 x HDMI,"1 x USB Type C , 3 x USB 3.2 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 x 23.85 x 1.79 cm,"48 Wh , Pin liền",1.7 kg,không đèn,Cáp + Sạc,,,
